PIX Logfile created at: 11:26:48 PM

Frame 000001 ....PRE: Frame(1)
Frame 000001 ........PRE: Direct3DCreate9(32)
Frame 000001 ............PRE: AddObject(D3D9 Object, 0x00DBFF68, 0x00F007E0)
Frame 000001 ............POST: <TRUE> AddObject(D3D9 Object, 0x00DBFF68, 0x00F007E0)
Frame 000001 ........POST: <0x00DBFF68> Direct3DCreate9(32)
Frame 000001 ........PRE: D3DPERF_SetOptions(0x00000002)
Frame 000001 ........POST: <> D3DPERF_SetOptions(0x00000002)
Frame 000001 ........PRE: <this=0x00dbff68>IDirect3D9::GetAdapterCount()
Frame 000001 ........POST: <1><this=0x00dbff68> IDirect3D9::GetAdapterCount()
Frame 000001 ........PRE: <this=0x00dbff68>IDirect3D9::GetAdapterIdentifier(0, 0x00000000, 0x0018D2A4)
Frame 000001 ........POST: <S_OK><this=0x00dbff68> IDirect3D9::GetAdapterIdentifier(0, 0x00000000, 0x0018D2A4)
Frame 000001 ........PRE: <this=0x00dbff68>IDirect3D9::GetDeviceCaps(0, D3DDEVTYPE_HAL, 0x0018F21C)
Frame 000001 ........POST: <S_OK><this=0x00dbff68> IDirect3D9::GetDeviceCaps(0, D3DDEVTYPE_HAL, 0x0018F21C)
Frame 000001 ........PRE: <this=0x00dbff68>IDirect3D9::CheckDeviceFormat(0, D3DDEVTYPE_HAL, D3DFMT_X8R8G8B8, 0, D3DRTYPE_TEXTURE, D3DFMT_A8R8G8B8)
Frame 000502 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::BeginScene()
Frame 000502 ........PRE: <this=0x095f1a90>IDirect3DDevice9::DrawIndexedPrimitive(D3DPT_TRIANGLELIST, 0, 0, 72, 0, 24)
Frame 000502 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::DrawIndexedPrimitive(D3DPT_TRIANGLELIST, 0, 0, 72, 0, 24)
Frame 000502 ........PRE: <this=0x095e5478>ID3DXEffect::EndPass()
Frame 000502 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::EndPass()
Frame 000502 ........PRE: <this=0x095e5478>ID3DXEffect::End()
Frame 000502 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::End()
Frame 000502 ........PRE: <this=0x095f1a90>IDirect3DDevice9::EndScene()
Frame 000502 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::EndScene()
Frame 000502 ........PRE: <this=0x095f1a90>IDirect3DDevice9::Present(NULL, NULL, NULL, NULL)
Frame 000502 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::Present(NULL, NULL, NULL, NULL)
Frame 000502 ....POST: <> Frame(502)
Frame 000503 ....PRE: Frame(503)
Frame 000503 ........PRE: <this=0x095f1a90>IDirect3DDevice9::TestCooperativeLevel()
Frame 000503 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::TestCooperativeLevel()
Frame 000503 ........PRE: <this=0x095f1a90>IDirect3DDevice9::GetRenderState(D3DRS_SCISSORTESTENABLE, 0x0018F16C)
Frame 000503 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::GetRenderState(D3DRS_SCISSORTESTENABLE, 0x0018F16C)
Frame 000503 ........PRE: <this=0x095f1a90>IDirect3DDevice9::Clear(0x00000000, NULL, 0x00000003, D3DCOLOR_ARGB(0xff,0x64,0x95,0xed), 1.000f, 0x00000000)
Frame 000503 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::Clear(0x00000000, NULL, 0x00000003, D3DCOLOR_ARGB(0xff,0x64,0x95,0xed), 1.000f, 0x00000000)
Frame 000503 ........PRE: <this=0x095e5478>ID3DXEffect::SetMatrix(0xFF317A63, 0x0018EF24)
Frame 000503 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetMatrix(0xFF317A63, 0x0018EF24)
Frame 000503 ........PRE: <this=0x095e5478>ID3DXEffect::SetMatrixArray(0xFF317967, 0x067AFE44, 3)
Frame 000503 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetMatrixArray(0xFF317967, 0x067AFE44, 3)
Frame 000503 ........PRE: <this=0x095e5478>ID3DXEffect::SetInt(0xFF317A0F, 0)
Frame 000503 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetInt(0xFF317A0F, 0)
Frame 000503 ........PRE: <this=0x095e5478>ID3DXEffect::SetInt(0xFF3179BB, 0)
Frame 000503 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetInt(0xFF3179BB, 0)
Frame 000503 ........PRE: <this=0x095e5478>ID3DXEffect::Begin(0x0018EF44, 0x00000001)
Frame 000503 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::Begin(0x0018EF44, 0x00000001)
Frame 000503 ........PRE: <this=0x095e5478>ID3DXEffect::BeginPass(0)
Frame 000503 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetVertexShader(0x095E57C0)
Frame 000503 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetVertexShader(0x095E57C0)
Frame 000503 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetVertexShaderConstantF(0, 0x00CE8D68, 4)
Frame 000503 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetVertexShaderConstantF(0, 0x00CE8D68, 4)
Frame 000503 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetPixelShader(0x095E5310)
Frame 000503 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetPixelShader(0x095E5310)
Frame 000503 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::BeginPass(0)
Frame 000503 ........PRE: <this=0x095f1a90>IDirect3DDevice9::BeginScene()
Frame 000503 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::BeginScene()
Frame 000503 ........PRE: <this=0x095f1a90>IDirect3DDevice9::DrawIndexedPrimitive(D3DPT_TRIANGLELIST, 0, 0, 72, 0, 24)
Frame 000503 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::DrawIndexedPrimitive(D3DPT_TRIANGLELIST, 0, 0, 72, 0, 24)
Frame 000503 ........PRE: <this=0x095e5478>ID3DXEffect::EndPass()
Frame 000503 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::EndPass()
Frame 000503 ........PRE: <this=0x095e5478>ID3DXEffect::End()
Frame 000503 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::End()
Frame 000503 ........PRE: <this=0x095f1a90>IDirect3DDevice9::EndScene()
Frame 000503 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::EndScene()
Frame 000503 ........PRE: <this=0x095f1a90>IDirect3DDevice9::Present(NULL, NULL, NULL, NULL)
Frame 000503 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::Present(NULL, NULL, NULL, NULL)
Frame 000503 ....POST: <> Frame(503)
Frame 000504 ....PRE: Frame(504)
Frame 000504 ........PRE: <this=0x095f1a90>IDirect3DDevice9::TestCooperativeLevel()
Frame 000504 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::TestCooperativeLevel()
Frame 000504 ........PRE: <this=0x095f1a90>IDirect3DDevice9::GetRenderState(D3DRS_SCISSORTESTENABLE, 0x0018F16C)
Frame 000504 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::GetRenderState(D3DRS_SCISSORTESTENABLE, 0x0018F16C)
Frame 000504 ........PRE: <this=0x095f1a90>IDirect3DDevice9::Clear(0x00000000, NULL, 0x00000003, D3DCOLOR_ARGB(0xff,0x64,0x95,0xed), 1.000f, 0x00000000)
Frame 000504 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::Clear(0x00000000, NULL, 0x00000003, D3DCOLOR_ARGB(0xff,0x64,0x95,0xed), 1.000f, 0x00000000)
Frame 000504 ........PRE: <this=0x095e5478>ID3DXEffect::SetMatrix(0xFF317A63, 0x0018EF24)
Frame 000504 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetMatrix(0xFF317A63, 0x0018EF24)
Frame 000504 ........PRE: <this=0x095e5478>ID3DXEffect::SetMatrixArray(0xFF317967, 0x067AFE44, 3)
Frame 000504 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetMatrixArray(0xFF317967, 0x067AFE44, 3)
Frame 000504 ........PRE: <this=0x095e5478>ID3DXEffect::SetInt(0xFF317A0F, 0)
Frame 000504 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetInt(0xFF317A0F, 0)
Frame 000504 ........PRE: <this=0x095e5478>ID3DXEffect::SetInt(0xFF3179BB, 0)
Frame 000504 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetInt(0xFF3179BB, 0)
Frame 000504 ........PRE: <this=0x095e5478>ID3DXEffect::Begin(0x0018EF44, 0x00000001)
Frame 000504 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::Begin(0x0018EF44, 0x00000001)
Frame 000504 ........PRE: <this=0x095e5478>ID3DXEffect::BeginPass(0)
Frame 000504 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetVertexShader(0x095E57C0)
Frame 000504 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetVertexShader(0x095E57C0)
Frame 000504 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetVertexShaderConstantF(0, 0x00CE8D68, 4)
Frame 000504 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetVertexShaderConstantF(0, 0x00CE8D68, 4)
Frame 000504 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetPixelShader(0x095E5310)
Frame 000504 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetPixelShader(0x095E5310)
Frame 000504 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::BeginPass(0)
Frame 000504 ........PRE: <this=0x095f1a90>IDirect3DDevice9::BeginScene()
Frame 000504 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::BeginScene()
Frame 000504 ........PRE: <this=0x095f1a90>IDirect3DDevice9::DrawIndexedPrimitive(D3DPT_TRIANGLELIST, 0, 0, 72, 0, 24)
Frame 000504 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::DrawIndexedPrimitive(D3DPT_TRIANGLELIST, 0, 0, 72, 0, 24)
Frame 000504 ........PRE: <this=0x095e5478>ID3DXEffect::EndPass()
Frame 000504 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::EndPass()
Frame 000504 ........PRE: <this=0x095e5478>ID3DXEffect::End()
Frame 000504 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::End()
Frame 000504 ........PRE: <this=0x095f1a90>IDirect3DDevice9::EndScene()
Frame 000504 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::EndScene()
Frame 000504 ........PRE: <this=0x095f1a90>IDirect3DDevice9::Present(NULL, NULL, NULL, NULL)
Frame 000504 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::Present(NULL, NULL, NULL, NULL)
Frame 000504 ....POST: <> Frame(504)
Frame 000505 ....PRE: Frame(505)
Frame 000505 ........PRE: <this=0x095f1a90>IDirect3DDevice9::TestCooperativeLevel()
Frame 000505 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::TestCooperativeLevel()
Frame 000505 ........PRE: <this=0x095f1a90>IDirect3DDevice9::GetRenderState(D3DRS_SCISSORTESTENABLE, 0x0018F16C)
Frame 000505 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::GetRenderState(D3DRS_SCISSORTESTENABLE, 0x0018F16C)
Frame 000505 ........PRE: <this=0x095f1a90>IDirect3DDevice9::Clear(0x00000000, NULL, 0x00000003, D3DCOLOR_ARGB(0xff,0x64,0x95,0xed), 1.000f, 0x00000000)
Frame 000505 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::Clear(0x00000000, NULL, 0x00000003, D3DCOLOR_ARGB(0xff,0x64,0x95,0xed), 1.000f, 0x00000000)
Frame 000505 ........PRE: <this=0x095e5478>ID3DXEffect::SetMatrix(0xFF317A63, 0x0018EF24)
Frame 000505 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetMatrix(0xFF317A63, 0x0018EF24)
Frame 000505 ........PRE: <this=0x095e5478>ID3DXEffect::SetMatrixArray(0xFF317967, 0x067AFE44, 3)
Frame 000505 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetMatrixArray(0xFF317967, 0x067AFE44, 3)
Frame 000505 ........PRE: <this=0x095e5478>ID3DXEffect::SetInt(0xFF317A0F, 0)
Frame 000505 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetInt(0xFF317A0F, 0)
Frame 000505 ........PRE: <this=0x095e5478>ID3DXEffect::SetInt(0xFF3179BB, 0)
Frame 000505 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetInt(0xFF3179BB, 0)
Frame 000505 ........PRE: <this=0x095e5478>ID3DXEffect::Begin(0x0018EF44, 0x00000001)
Frame 000505 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::Begin(0x0018EF44, 0x00000001)
Frame 000505 ........PRE: <this=0x095e5478>ID3DXEffect::BeginPass(0)
Frame 000505 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetVertexShader(0x095E57C0)
Frame 000505 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetVertexShader(0x095E57C0)
Frame 000505 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetVertexShaderConstantF(0, 0x00CE8D68, 4)
Frame 000505 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetVertexShaderConstantF(0, 0x00CE8D68, 4)
Frame 000505 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetPixelShader(0x095E5310)
Frame 000505 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetPixelShader(0x095E5310)
Frame 000505 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::BeginPass(0)
Frame 000505 ........PRE: <this=0x095f1a90>IDirect3DDevice9::BeginScene()
Frame 000505 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::BeginScene()
Frame 000505 ........PRE: <this=0x095f1a90>IDirect3DDevice9::DrawIndexedPrimitive(D3DPT_TRIANGLELIST, 0, 0, 72, 0, 24)
Frame 000505 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::DrawIndexedPrimitive(D3DPT_TRIANGLELIST, 0, 0, 72, 0, 24)
Frame 000505 ........PRE: <this=0x095e5478>ID3DXEffect::EndPass()
Frame 000505 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::EndPass()
Frame 000505 ........PRE: <this=0x095e5478>ID3DXEffect::End()
Frame 000505 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::End()
Frame 000505 ........PRE: <this=0x095f1a90>IDirect3DDevice9::EndScene()
Frame 000505 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::EndScene()
Frame 000505 ........PRE: <this=0x095f1a90>IDirect3DDevice9::Present(NULL, NULL, NULL, NULL)
Frame 000505 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::Present(NULL, NULL, NULL, NULL)
Frame 000505 ....POST: <> Frame(505)
Frame 000506 ....PRE: Frame(506)
Frame 000506 ........PRE: <this=0x095f1a90>IDirect3DDevice9::TestCooperativeLevel()
Frame 000506 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::TestCooperativeLevel()
Frame 000506 ........PRE: <this=0x095f1a90>IDirect3DDevice9::GetRenderState(D3DRS_SCISSORTESTENABLE, 0x0018F16C)
Frame 000506 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::GetRenderState(D3DRS_SCISSORTESTENABLE, 0x0018F16C)
Frame 000506 ........PRE: <this=0x095f1a90>IDirect3DDevice9::Clear(0x00000000, NULL, 0x00000003, D3DCOLOR_ARGB(0xff,0x64,0x95,0xed), 1.000f, 0x00000000)
Frame 000506 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::Clear(0x00000000, NULL, 0x00000003, D3DCOLOR_ARGB(0xff,0x64,0x95,0xed), 1.000f, 0x00000000)
Frame 000506 ........PRE: <this=0x095e5478>ID3DXEffect::SetMatrix(0xFF317A63, 0x0018EF24)
Frame 000506 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetMatrix(0xFF317A63, 0x0018EF24)
Frame 000506 ........PRE: <this=0x095e5478>ID3DXEffect::SetMatrixArray(0xFF317967, 0x067AFE44, 3)
Frame 000506 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetMatrixArray(0xFF317967, 0x067AFE44, 3)
Frame 000506 ........PRE: <this=0x095e5478>ID3DXEffect::SetInt(0xFF317A0F, 0)
Frame 000506 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetInt(0xFF317A0F, 0)
Frame 000506 ........PRE: <this=0x095e5478>ID3DXEffect::SetInt(0xFF3179BB, 0)
Frame 000506 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetInt(0xFF3179BB, 0)
Frame 000506 ........PRE: <this=0x095e5478>ID3DXEffect::Begin(0x0018EF44, 0x00000001)
Frame 000506 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::Begin(0x0018EF44, 0x00000001)
Frame 000506 ........PRE: <this=0x095e5478>ID3DXEffect::BeginPass(0)
Frame 000506 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetVertexShader(0x095E57C0)
Frame 000506 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetVertexShader(0x095E57C0)
Frame 000506 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetVertexShaderConstantF(0, 0x00CE8D68, 4)
Frame 000506 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetVertexShaderConstantF(0, 0x00CE8D68, 4)
Frame 000506 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetPixelShader(0x095E5310)
Frame 000506 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetPixelShader(0x095E5310)
Frame 000506 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::BeginPass(0)
Frame 000506 ........PRE: <this=0x095f1a90>IDirect3DDevice9::BeginScene()
Frame 000506 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::BeginScene()
Frame 000506 ........PRE: <this=0x095f1a90>IDirect3DDevice9::DrawIndexedPrimitive(D3DPT_TRIANGLELIST, 0, 0, 72, 0, 24)
Frame 000506 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::DrawIndexedPrimitive(D3DPT_TRIANGLELIST, 0, 0, 72, 0, 24)
Frame 000506 ........PRE: <this=0x095e5478>ID3DXEffect::EndPass()
Frame 000506 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::EndPass()
Frame 000506 ........PRE: <this=0x095e5478>ID3DXEffect::End()
Frame 000506 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::End()
Frame 000506 ........PRE: <this=0x095f1a90>IDirect3DDevice9::EndScene()
Frame 000506 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::EndScene()
Frame 000506 ........PRE: <this=0x095f1a90>IDirect3DDevice9::Present(NULL, NULL, NULL, NULL)
Frame 000506 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::Present(NULL, NULL, NULL, NULL)
Frame 000506 ....POST: <> Frame(506)
Frame 000507 ....PRE: Frame(507)
Frame 000507 ........PRE: <this=0x095f1a90>IDirect3DDevice9::TestCooperativeLevel()
Frame 000507 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::TestCooperativeLevel()
Frame 000507 ........PRE: <this=0x095f1a90>IDirect3DDevice9::GetRenderState(D3DRS_SCISSORTESTENABLE, 0x0018F16C)
Frame 000507 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::GetRenderState(D3DRS_SCISSORTESTENABLE, 0x0018F16C)
Frame 000507 ........PRE: <this=0x095f1a90>IDirect3DDevice9::Clear(0x00000000, NULL, 0x00000003, D3DCOLOR_ARGB(0xff,0x64,0x95,0xed), 1.000f, 0x00000000)
Frame 000507 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::Clear(0x00000000, NULL, 0x00000003, D3DCOLOR_ARGB(0xff,0x64,0x95,0xed), 1.000f, 0x00000000)
Frame 000507 ........PRE: <this=0x095e5478>ID3DXEffect::SetMatrix(0xFF317A63, 0x0018EF24)
Frame 000507 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetMatrix(0xFF317A63, 0x0018EF24)
Frame 000507 ........PRE: <this=0x095e5478>ID3DXEffect::SetMatrixArray(0xFF317967, 0x067AFE44, 3)
Frame 000507 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetMatrixArray(0xFF317967, 0x067AFE44, 3)
Frame 000507 ........PRE: <this=0x095e5478>ID3DXEffect::SetInt(0xFF317A0F, 0)
Frame 000507 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetInt(0xFF317A0F, 0)
Frame 000507 ........PRE: <this=0x095e5478>ID3DXEffect::SetInt(0xFF3179BB, 0)
Frame 000507 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetInt(0xFF3179BB, 0)
Frame 000507 ........PRE: <this=0x095e5478>ID3DXEffect::Begin(0x0018EF44, 0x00000001)
Frame 000507 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::Begin(0x0018EF44, 0x00000001)
Frame 000507 ........PRE: <this=0x095e5478>ID3DXEffect::BeginPass(0)
Frame 000507 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetVertexShader(0x095E57C0)
Frame 000507 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetVertexShader(0x095E57C0)
Frame 000507 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetVertexShaderConstantF(0, 0x00CE8D68, 4)
Frame 000507 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetVertexShaderConstantF(0, 0x00CE8D68, 4)
Frame 000507 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetPixelShader(0x095E5310)
Frame 000507 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetPixelShader(0x095E5310)
Frame 000507 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::BeginPass(0)
Frame 000507 ........PRE: <this=0x095f1a90>IDirect3DDevice9::BeginScene()
Frame 000507 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::BeginScene()
Frame 000507 ........PRE: <this=0x095f1a90>IDirect3DDevice9::DrawIndexedPrimitive(D3DPT_TRIANGLELIST, 0, 0, 72, 0, 24)
Frame 000507 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::DrawIndexedPrimitive(D3DPT_TRIANGLELIST, 0, 0, 72, 0, 24)
Frame 000507 ........PRE: <this=0x095e5478>ID3DXEffect::EndPass()
Frame 000507 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::EndPass()
Frame 000507 ........PRE: <this=0x095e5478>ID3DXEffect::End()
Frame 000507 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::End()
Frame 000507 ........PRE: <this=0x095f1a90>IDirect3DDevice9::EndScene()
Frame 000507 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::EndScene()
Frame 000507 ........PRE: <this=0x095f1a90>IDirect3DDevice9::Present(NULL, NULL, NULL, NULL)
Frame 000507 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::Present(NULL, NULL, NULL, NULL)
Frame 000507 ....POST: <> Frame(507)
Frame 000508 ....PRE: Frame(508)
Frame 000508 ........PRE: <this=0x095f1a90>IDirect3DDevice9::TestCooperativeLevel()
Frame 000508 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::TestCooperativeLevel()
Frame 000508 ........PRE: <this=0x095f1a90>IDirect3DDevice9::GetRenderState(D3DRS_SCISSORTESTENABLE, 0x0018F16C)
Frame 000508 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::GetRenderState(D3DRS_SCISSORTESTENABLE, 0x0018F16C)
Frame 000508 ........PRE: <this=0x095f1a90>IDirect3DDevice9::Clear(0x00000000, NULL, 0x00000003, D3DCOLOR_ARGB(0xff,0x64,0x95,0xed), 1.000f, 0x00000000)
Frame 000508 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::Clear(0x00000000, NULL, 0x00000003, D3DCOLOR_ARGB(0xff,0x64,0x95,0xed), 1.000f, 0x00000000)
Frame 000508 ........PRE: <this=0x095e5478>ID3DXEffect::SetMatrix(0xFF317A63, 0x0018EF24)
Frame 000508 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetMatrix(0xFF317A63, 0x0018EF24)
Frame 000508 ........PRE: <this=0x095e5478>ID3DXEffect::SetMatrixArray(0xFF317967, 0x067AFE44, 3)
Frame 000508 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetMatrixArray(0xFF317967, 0x067AFE44, 3)
Frame 000508 ........PRE: <this=0x095e5478>ID3DXEffect::SetInt(0xFF317A0F, 0)
Frame 000508 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetInt(0xFF317A0F, 0)
Frame 000508 ........PRE: <this=0x095e5478>ID3DXEffect::SetInt(0xFF3179BB, 0)
Frame 000508 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetInt(0xFF3179BB, 0)
Frame 000508 ........PRE: <this=0x095e5478>ID3DXEffect::Begin(0x0018EF44, 0x00000001)
Frame 000508 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::Begin(0x0018EF44, 0x00000001)
Frame 000508 ........PRE: <this=0x095e5478>ID3DXEffect::BeginPass(0)
Frame 000508 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetVertexShader(0x095E57C0)
Frame 000508 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetVertexShader(0x095E57C0)
Frame 000508 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetVertexShaderConstantF(0, 0x00CE8D68, 4)
Frame 000508 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetVertexShaderConstantF(0, 0x00CE8D68, 4)
Frame 000508 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetPixelShader(0x095E5310)
Frame 000508 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetPixelShader(0x095E5310)
Frame 000508 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::BeginPass(0)
Frame 000508 ........PRE: <this=0x095f1a90>IDirect3DDevice9::BeginScene()
Frame 000508 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::BeginScene()
Frame 000508 ........PRE: <this=0x095f1a90>IDirect3DDevice9::DrawIndexedPrimitive(D3DPT_TRIANGLELIST, 0, 0, 72, 0, 24)
Frame 000508 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::DrawIndexedPrimitive(D3DPT_TRIANGLELIST, 0, 0, 72, 0, 24)
Frame 000508 ........PRE: <this=0x095e5478>ID3DXEffect::EndPass()
Frame 000508 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::EndPass()
Frame 000508 ........PRE: <this=0x095e5478>ID3DXEffect::End()
Frame 000508 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::End()
Frame 000508 ........PRE: <this=0x095f1a90>IDirect3DDevice9::EndScene()
Frame 000508 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::EndScene()
Frame 000508 ........PRE: <this=0x095f1a90>IDirect3DDevice9::Present(NULL, NULL, NULL, NULL)
Frame 000508 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::Present(NULL, NULL, NULL, NULL)
Frame 000508 ....POST: <> Frame(508)
Frame 000509 ....PRE: Frame(509)
Frame 000509 ........PRE: <this=0x095f1a90>IDirect3DDevice9::TestCooperativeLevel()
Frame 000509 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::TestCooperativeLevel()
